GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AYV001,AZZ001,AZZ002,AZZ003,AZZ004,AZZ005,AZZ006,AZZ007,AZZ008,AZZ009,AZZ010
"G4804370","1900","Texas","480","Swisher","4370","Swisher",211,22,155,2,15,0,4,3,0,9,1
"G4804390","1900","Texas","480","Tarrant","4390","Tarrant",10317,1334,435,33,1585,14,1956,647,126,4013,441
"G4804410","1900","Texas","480","Taylor","4410","Taylor",1929,391,241,7,476,6,403,52,17,330,60
"G4804450","1900","Texas","480","Terry","4450","Terry",10,0,0,0,0,9,0,0,0,0,1
"G4804470","1900","Texas","480","Throckmorton","4470","Throckmorton",312,101,47,0,105,0,22,4,2,33,3
"G4804490","1900","Texas","480","Titus","4490","Titus",2349,823,179,16,925,4,122,18,22,210,42
"G4804510","1900","Texas","480","Tom Green","4510","Tom Green",1293,147,23,4,97,9,250,25,195,528,61
"G4804530","1900","Texas","480","Travis","4530","Travis",8723,1054,410,40,1926,6,1673,330,56,3214,160
"G4804550","1900","Texas","480","Trinity","4550","Trinity",2153,554,50,222,396,3,127,20,73,619,77
"G4804570","1900","Texas","480","Tyler","4570","Tyler",2164,592,76,200,312,20,146,6,34,670,78
"G4804590","1900","Texas","480","Upshur","4590","Upshur",3055,1202,205,26,1048,9,119,10,63,324,68
"G4804610","1900","Texas","480","Upton","4610","Upton",15,0,0,0,10,1,4,0,0,0,0
"G4804630","1900","Texas","480","Uvalde","4630","Uvalde",874,181,36,3,84,3,183,12,8,318,47
"G4804650","1900","Texas","480","Val Verde","4650","Val Verde",1260,49,2,6,76,0,251,12,11,836,15
"G4804670","1900","Texas","480","Van Zandt","4670","Van Zandt",4831,1918,385,29,1624,12,331,51,28,436,49
"G4804690","1900","Texas","480","Victoria","4690","Victoria",2605,522,193,29,474,15,430,84,138,550,174
"G4804710","1900","Texas","480","Walker","4710","Walker",2810,746,86,58,813,13,255,30,33,592,208
"G4804730","1900","Texas","480","Waller","4730","Waller",2784,690,181,26,1045,4,299,33,12,439,91
"G4804750","1900","Texas","480","Ward","4750","Ward",291,21,6,4,125,1,34,2,7,61,42
"G4804770","1900","Texas","480","Washington","4770","Washington",6256,786,475,328,2786,15,646,24,69,913,268
"G4804790","1900","Texas","480","Webb","4790","Webb",4423,173,11,30,234,17,1020,14,219,2458,524
"G4804810","1900","Texas","480","Wharton","4810","Wharton",3252,360,519,43,1129,47,194,19,22,550,377
"G4804830","1900","Texas","480","Wheeler","4830","Wheeler",136,107,4,0,15,0,1,0,0,8,2
"G4804850","1900","Texas","480","Wichita","4850","Wichita",1108,119,126,2,170,0,222,42,5,367,36
"G4804870","1900","Texas","480","Wilbarger","4870","Wilbarger",1074,212,156,9,257,4,183,20,2,222,20
"G4804910","1900","Texas","480","Williamson","4910","Williamson",6904,1312,356,18,2465,7,990,178,60,1447,126
"G4804930","1900","Texas","480","Wilson","4930","Wilson",2457,660,178,90,839,3,239,18,47,344,69
"G4804950","1900","Texas","480","Winkler","4950","Winkler",13,0,0,0,0,0,4,0,0,5,1
"G4804970","1900","Texas","480","Wise","4970","Wise",5121,1554,481,32,1832,29,476,36,49,543,105
"G4804990","1900","Texas","480","Wood","4990","Wood",3944,1219,367,63,1286,4,266,57,54,541,67
"G4805010","1900","Texas","480","Yoakum","5010","Yoakum",8,0,0,0,0,4,0,0,0,0,0
"G4805030","1900","Texas","480","Young","5030","Young",1199,407,125,4,355,3,147,9,4,123,31
"G4805050","1900","Texas","480","Zapata","5050","Zapata",826,167,0,9,16,6,182,0,36,341,77
"G4805070","1900","Texas","480","Zavala","5070","Zavala",153,62,9,4,20,1,15,4,1,34,7
"G4900010","1900","Utah","490","Beaver","0010","Beaver",748,111,11,163,15,0,96,6,136,179,15
"G4900030","1900","Utah","490","Box Elder","0030","Box Elder",1990,726,169,3,97,2,628,39,12,291,40
"G4900050","1900","Utah","490","Cache","0050","Cache",3492,1320,362,7,80,6,1024,174,7,518,73
"G4900070","1900","Utah","490","Carbon","0070","Carbon",981,104,6,18,10,0,373,8,16,361,42
"G4900110","1900","Utah","490","Davis","0110","Davis",1480,703,152,10,115,4,283,28,10,195,26
"G4900150","1900","Utah","490","Emery","0150","Emery",833,414,26,32,38,2,215,7,4,79,11
"G4900170","1900","Utah","490","Garfield","0170","Garfield",609,225,4,1,4,2,284,14,1,69,13
"G4900190","1900","Utah","490","Grand","0190","Grand",268,95,7,0,16,0,52,0,8,56,13
"G4900210","1900","Utah","490","Iron","0210","Iron",681,203,0,8,8,2,364,4,0,62,28
"G4900230","1900","Utah","490","Juab","0230","Juab",2178,248,49,31,46,2,847,81,14,802,20
"G4900250","1900","Utah","490","Kane","0250","Kane",333,193,1,2,4,9,68,0,2,47,16
"G4900270","1900","Utah","490","Millard","0270","Millard",1076,580,36,5,36,7,261,6,22,102,37
"G4900290","1900","Utah","490","Morgan","0290","Morgan",396,232,28,0,17,0,82,1,1,41,9
"G4900310","1900","Utah","490","Piute","0310","Piute",383,176,8,0,11,0,128,1,5,38,8
"G4900330","1900","Utah","490","Rich","0330","Rich",362,226,18,3,18,1,48,0,14,38,2
"G4900350","1900","Utah","490","Salt Lake","0350","Salt Lake",14900,1522,311,16,346,6,4194,1397,236,7817,441
"G4900370","1900","Utah","490","San Juan","0370","San Juan",235,82,0,12,5,8,33,2,3,24,64
"G4900390","1900","Utah","490","Sanpete","0390","Sanpete",3300,1433,92,13,99,5,1136,95,24,372,63
"G4900410","1900","Utah","490","Sevier","0410","Sevier",1586,755,135,8,30,0,446,32,4,154,25
"G4900430","1900","Utah","490","Summit","0430","Summit",1769,509,17,19,53,1,562,48,15,486,31
"G4900450","1900","Utah","490","Tooele","0450","Tooele",1571,419,24,6,50,9,501,10,23,423,65
"G4900470","1900","Utah","490","Uintah","0470","Uintah",1251,567,45,18,56,13,351,11,8,139,88
"G4900490","1900","Utah","490","Utah","0490","Utah",6100,2322,210,30,207,2,2180,163,27,1040,50
"G4900510","1900","Utah","490","Wasatch","0510","Wasatch",900,445,25,2,33,1,279,10,2,114,11
"G4900530","1900","Utah","490","Washington","0530","Washington",865,449,3,3,15,32,263,0,6,86,30
"G4900550","1900","Utah","490","Wayne","0550","Wayne",341,244,4,1,23,0,42,0,7,17,6
"G4900570","1900","Utah","490","Weber","0570","Weber",4862,1094,189,26,164,6,1207,223,44,1866,125
"G4909015","1900","Utah","490","Uintah Valley Indian Reservation","9015","Uintah Valley Indian Reservation",,,,,,,,,,,
"G5000010","1900","Vermont","500","Addison","0010","Addison",5021,1134,978,43,518,10,706,324,49,1327,63
"G5000030","1900","Vermont","500","Bennington","0030","Bennington",4884,745,598,21,271,9,863,376,87,1969,138
"G5000050","1900","Vermont","500","Caledonia","0050","Caledonia",5284,1222,1049,35,223,15,839,473,82,1898,121
"G5000070","1900","Vermont","500","Chittenden","0070","Chittenden",7863,879,772,25,500,13,1505,1124,60,3505,196
"G5000090","1900","Vermont","500","Essex","0090","Essex",1688,385,373,4,90,3,263,139,4,493,19
"G5000110","1900","Vermont","500","Franklin","0110","Franklin",6348,961,873,43,698,11,1153,598,70,2121,183
"G5000130","1900","Vermont","500","Grand Isle","0130","Grand Isle",820,204,166,7,141,2,57,24,15,204,15
"G5000150","1900","Vermont","500","Lamoille","0150","Lamoille",2886,529,712,26,314,6,388,246,33,634,74
"G5000170","1900","Vermont","500","Orange","0170","Orange",4788,1564,1011,35,357,8,655,270,49,959,50
"G5000190","1900","Vermont","500","Orleans","0190","Orleans",5013,1112,1378,57,366,18,665,361,39,1173,113
"G5000210","1900","Vermont","500","Rutland","0210","Rutland",9370,1197,1057,56,611,18,1776,1197,48,3970,221
"G5000230","1900","Vermont","500","Washington","0230","Washington",7568,1208,1199,58,376,2,1255,924,80,3076,154
"G5000250","1900","Vermont","500","Windham","0250","Windham",5814,1360,1000,25,335,16,1051,477,57,2194,145
"G5000270","1900","Vermont","500","Windsor","0270","Windsor",7674,1651,1327,173,536,16,1385,636,96,2155,155
"G5100010","1900","Virginia","510","Accomack","0010","Accomack",6568,746,258,78,1722,8,1349,223,174,1872,240
"G5100030","1900","Virginia","510","Albemarle","0030","Albemarle",5279,1643,349,141,735,49,465,169,81,1424,308
"G5100035","1900","Virginia","510","Alexandria","0035","Alexandria",1258,218,40,8,112,0,328,102,12,383,54
"G5100050","1900","Virginia","510","Alleghany","0050","Alleghany",2757,345,17,21,171,1,226,161,107,1593,98
"G5100070","1900","Virginia","510","Amelia","0070","Amelia",1694,705,167,45,455,8,35,9,31,197,73
"G5100090","1900","Virginia","510","Amherst","0090","Amherst",3314,995,117,119,926,8,274,32,61,736,87
"G5100110","1900","Virginia","510","Appomattox","0110","Appomattox",1719,676,111,6,491,10,43,9,19,337,49
"G5100150","1900","Virginia","510","Augusta","0150","Augusta",6408,1901,390,71,402,29,1272,173,101,1909,193
"G5100170","1900","Virginia","510","Bath","0170","Bath",985,368,54,22,124,7,61,13,30,267,74
"G5100190","1900","Virginia","510","Bedford","0190","Bedford",5578,2170,353,58,1468,15,349,37,43,1042,136
"G5100210","1900","Virginia","510","Bland","0210","Bland",986,560,22,1,73,5,50,0,22,240,20
"G5100230","1900","Virginia","510","Botetourt","0230","Botetourt",3204,1055,102,35,277,25,488,59,75,1015,121
"G5100250","1900","Virginia","510","Brunswick","0250","Brunswick",3455,890,265,146,1023,26,62,28,33,759,294
"G5100270","1900","Virginia","510","Buchanan","0270","Buchanan",1725,1038,33,10,486,1,9,0,2,139,4
"G5100290","1900","Virginia","510","Buckingham","0290","Buckingham",2894,1054,144,45,518,17,221,33,184,561,142
"G5100310","1900","Virginia","510","Campbell","0310","Campbell",4335,1006,168,31,865,2,696,67,42,1406,74
"G5100330","1900","Virginia","510","Caroline","0330","Caroline",3029,1576,216,12,684,8,50,44,36,410,56
"G5100350","1900","Virginia","510","Carroll","0350","Carroll",3564,2058,388,12,601,27,70,11,44,384,23
"G5100360","1900","Virginia","510","Charles City","0360","Charles City",956,335,23,0,75,4,274,28,10,198,13
"G5100370","1900","Virginia","510","Charlotte","0370","Charlotte",2904,732,141,29,872,16,133,18,34,768,196
"G5100410","1900","Virginia","510","Chesterfield","0410","Chesterfield",3609,1004,185,20,315,7,654,126,46,1260,82
"G5100430","1900","Virginia","510","Clarke","0430","Clarke",1478,236,69,8,209,7,322,69,27,493,90
"G5100450","1900","Virginia","510","Craig","0450","Craig",790,424,5,5,61,6,88,0,4,176,23
"G5100470","1900","Virginia","510","Culpeper","0470","Culpeper",2661,867,171,76,198,6,342,68,122,703,148
"G5100490","1900","Virginia","510","Cumberland","0490","Cumberland",1696,492,115,157,591,18,14,1,24,200,85
"G5100510","1900","Virginia","510","Dickenson","0510","Dickenson",1348,960,12,5,274,4,10,0,2,86,14
"G5100530","1900","Virginia","510","Dinwiddie","0530","Dinwiddie",2676,987,191,38,833,8,18,7,24,440,141
"G5100550","1900","Virginia","510","Elizabeth City","0550","Elizabeth City",3447,174,46,1,77,1,1125,344,14,1581,192
"G5100570","1900","Virginia","510","Essex","0570","Essex",1878,1030,153,6,438,5,66,24,5,132,22
"G5100590","1900","Virginia","510","Fairfax","0590","Fairfax",3745,1168,300,21,406,0,746,153,45,808,109
"G5100610","1900","Virginia","510","Fauquier","0610","Fauquier",4233,1430,260,56,502,10,450,95,97,1237,141
"G5100630","1900","Virginia","510","Floyd","0630","Floyd",2831,1482,200,171,470,9,57,36,14,402,29
"G5100650","1900","Virginia","510","Fluvanna","0650","Fluvanna",1695,914,72,12,322,25,36,2,22,227,100
"G5100670","1900","Virginia","510","Franklin","0670","Franklin",4660,2134,274,49,1312,14,135,34,66,648,51
"G5100690","1900","Virginia","510","Frederick","0690","Frederick",2716,903,237,41,440,14,384,80,51,567,55
"G5100710","1900","Virginia","510","Giles","0710","Giles",1895,736,51,8,293,2,139,3,20,641,27
"G5100730","1900","Virginia","510","Gloucester","0730","Gloucester",2459,1399,315,11,228,10,198,38,60,207,33
"G5100750","1900","Virginia","510","Goochland","0750","Goochland",1673,840,154,17,316,5,49,3,22,231,43
"G5100770","1900","Virginia","510","Grayson","0770","Grayson",3050,1955,139,17,504,7,42,4,23,389,27
"G5100790","1900","Virginia","510","Greene","0790","Greene",1098,532,80,12,191,0,61,6,24,178,20
"G5100810","1900","Virginia","510","Greensville","0810","Greensville",1845,439,150,36,551,7,47,21,28,420,184
"G5100830","1900","Virginia","510","Halifax","0830","Halifax",7076,1331,265,345,2127,23,324,67,196,2044,479
"G5100850","1900","Virginia","510","Hanover","0850","Hanover",3264,1443,222,21,782,9,198,27,12,501,98
"G5100870","1900","Virginia","510","Henrico","0870","Henrico",5638,885,123,26,413,4,1143,378,45,2799,256
"G5100890","1900","Virginia","510","Henry","0890","Henry",3492,660,77,22,1156,53,252,47,51,1075,166
"G5100910","1900","Virginia","510","Highland","0910","Highland",1016,565,49,2,108,1,46,7,40,205,19
"G5100930","1900","Virginia","510","Isle Of Wight","0930","Isle Of Wight",2509,675,290,8,534,3,134,24,33,804,12
"G5100950","1900","Virginia","510","James City","0950","James City",727,345,43,4,164,0,17,1,1,146,7
"G5100970","1900","Virginia","510","King And Queen","0970","King And Queen",1768,1047,183,26,367,9,11,1,9,89,32
"G5100990","1900","Virginia","510","King George","0990","King George",1239,488,118,122,367,2,6,3,3,115,25
"G5101010","1900","Virginia","510","King William","1010","King William",1643,630,96,40,274,1,68,23,87,374,47
"G5101030","1900","Virginia","510","Lancaster","1030","Lancaster",1676,689,177,29,215,5,212,17,36,265,45
"G5101050","1900","Virginia","510","Lee","1050","Lee",3744,1493,90,40,1146,6,74,19,50,831,76
"G5101070","1900","Virginia","510","Loudoun","1070","Loudoun",4157,959,257,120,648,7,622,147,81,1169,185
"G5101090","1900","Virginia","510","Louisa","1090","Louisa",3072,1735,285,28,524,14,153,13,17,270,63
"G5101110","1900","Virginia","510","Lunenburg","1110","Lunenburg",2192,794,289,16,584,13,29,5,20,376,90
"G5101130","1900","Virginia","510","Madison","1130","Madison",1903,867,137,13,225,4,125,10,21,453,56
"G5101150","1900","Virginia","510","Matthews","1150","Matthews",1642,955,82,286,141,5,34,9,35,84,36
"G5101170","1900","Virginia","510","Mecklenburg","1170","Mecklenburg",5145,1086,317,140,1606,16,325,68,26,1422,184
"G5101190","1900","Virginia","510","Middlesex","1190","Middlesex",1602,1027,174,9,227,3,20,8,12,110,57
"G5101210","1900","Virginia","510","Montgomery","1210","Montgomery",3068,832,122,108,209,5,569,47,168,995,47
"G5101230","1900","Virginia","510","Nansemond","1230","Nansemond",4631,1051,350,19,739,2,557,235,53,1603,52
"G5101250","1900","Virginia","510","Nelson","1250","Nelson",2932,905,238,39,754,9,101,34,37,752,72
"G5101270","1900","Virginia","510","New Kent","1270","New Kent",931,462,58,18,169,3,35,4,3,150,29
"G5101290","1900","Virginia","510","Norfolk","1290","Norfolk",10457,576,191,43,694,21,1472,929,39,6934,125
"G5101310","1900","Virginia","510","Northampton","1310","Northampton",2595,245,155,20,559,13,376,115,21,1052,183
"G5101330","1900","Virginia","510","Northumberland","1330","Northumberland",1936,1052,221,25,349,9,56,7,29,161,44
"G5101350","1900","Virginia","510","Nottoway","1350","Nottoway",2299,630,179,5,536,5,189,94,10,596,71
"G5101370","1900","Virginia","510","Orange","1370","Orange",2372,939,200,14,161,0,428,79,22,480,76
"G5101390","1900","Virginia","510","Page","1390","Page",2736,812,47,16,110,15,678,114,94,822,64
"G5101410","1900","Virginia","510","Patrick","1410","Patrick",2950,1070,150,404,911,4,38,7,22,307,35
"G5101430","1900","Virginia","510","Pittsylvania","1430","Pittsylvania",8922,1748,306,142,2657,25,625,127,124,2730,493
"G5101450","1900","Virginia","510","Powhatan","1450","Powhatan",1286,465,131,24,297,0,57,9,13,254,40
"G5101470","1900","Virginia","510","Prince Edward","1470","Prince Edward",2784,782,214,22,689,7,208,75,20,708,81
"G5101490","1900","Virginia","510","Prince George","1490","Prince George",1553,555,213,18,329,2,72,16,32,286,46
"G5101510","1900","Virginia","510","Princess Anne","1510","Princess Anne",2309,562,176,8,697,5,102,45,16,679,27
"G5101530","1900","Virginia","510","Prince William","1530","Prince William",2129,859,125,20,233,9,287,58,62,449,39
"G5101550","1900","Virginia","510","Pulaski","1550","Pulaski",2681,594,85,11,236,0,418,77,28,1207,48
"G5101570","1900","Virginia","510","Rappahannock","1570","Rappahannock",1661,557,111,25,241,6,68,19,60,530,51
"G5101590","1900","Virginia","510","Richmond","1590","Richmond",1333,629,111,7,343,1,50,10,23,162,4
"G5101610","1900","Virginia","510","Roanoke","1610","Roanoke",3080,771,83,22,284,10,550,106,100,1069,123
"G5101630","1900","Virginia","510","Rockbridge","1630","Rockbridge",4097,1012,152,169,348,20,536,107,197,1404,231
"G5101650","1900","Virginia","510","Rockingham","1650","Rockingham",6656,2447,407,23,449,12,1357,158,145,1674,108
"G5101670","1900","Virginia","510","Russell","1670","Russell",3256,1491,81,37,682,5,117,21,31,788,40
"G5101690","1900","Virginia","510","Scott","1690","Scott",4207,2008,98,26,1369,15,103,9,16,547,46
"G5101710","1900","Virginia","510","Shenandoah","1710","Shenandoah",4125,1589,377,157,365,10,701,150,64,731,54
"G5101730","1900","Virginia","510","Smyth","1730","Smyth",2994,1059,70,18,419,0,313,54,22,1030,89
"G5101750","1900","Virginia","510","Southampton","1750","Southampton",4559,774,350,24,1384,1,170,66,24,1727,29
"G5101770","1900","Virginia","510","Spotsylvania","1770","Spotsylvania",1808,942,164,194,327,11,26,4,8,126,25
"G5101790","1900","Virginia","510","Stafford","1790","Stafford",1574,895,143,21,247,4,61,10,15,166,19
"G5101810","1900","Virginia","510","Surry","1810","Surry",1785,488,162,17,415,6,109,31,7,461,68
"G5101830","1900","Virginia","510","Sussex","1830","Sussex",2403,586,212,45,551,12,114,30,36,748,53
"G5101850","1900","Virginia","510","Tazewell","1850","Tazewell",4306,1277,60,20,669,7,336,92,29,1732,99
"G5101870","1900","Virginia","510","Warren","1870","Warren",1672,440,147,37,262,8,188,76,48,439,24
"G5101890","1900","Virginia","510","Warwick","1890","Warwick",894,113,6,2,35,0,230,27,8,681,16
"G5101910","1900","Virginia","510","Washington","1910","Washington",5448,2077,193,13,1204,9,567,54,80,1228,104
"G5101930","1900","Virginia","510","Westmoreland","1930","Westmoreland",1846,709,155,12,404,5,158,22,17,338,31
"G5101950","1900","Virginia","510","Wise","1950","Wise",3463,816,48,28,430,2,315,29,31,1909,39
"G5101970","1900","Virginia","510","Wythe","1970","Wythe",3832,1024,61,18,212,5,523,114,53,1773,105
"G5101990","1900","Virginia","510","York","1990","York",1524,876,67,9,197,2,207,4,4,121,45
"G5105100","1900","Virginia","510","Alexandria City","5100","Alexandria City",3076,8,0,0,5,0,847,199,17,1939,125
"G5105200","1900","Virginia","510","Bristol City","5200","Bristol City",846,6,0,0,4,0,175,65,1,583,19
"G5105300","1900","Virginia","510","Buena Vista City","5300","Buena Vista City",435,3,0,0,1,0,117,22,0,297,17
"G5105400","1900","Virginia","510","Charlottesville City","5400","Charlottesville City",1231,10,4,0,4,0,266,153,10,812,65
"G5105900","1900","Virginia","510","Danville City","5900","Danville City",3041,8,4,0,18,4,572,306,48,2343,241
"G5106300","1900","Virginia","510","Fredericksburg City","6300","Fredericksburg City",1027,6,2,0,5,0,294,140,12,567,37
"G5106800","1900","Virginia","510","Lynchburg City","6800","Lynchburg City",3311,4,3,0,7,0,767,189,35,2717,245
"G5106855","1900","Virginia","510","Manchester City","6855","Manchester City",1807,1,3,0,5,0,341,127,7,1481,61
"G5107000","1900","Virginia","510","Newport News City","7000","Newport News City",2953,2,2,0,3,0,296,418,12,2781,100
"G5107100","1900","Virginia","510","Norfolk City","7100","Norfolk City",7664,14,3,0,7,0,1270,323,14,7915,196
"G5107300","1900","Virginia","510","Petersburg City","7300","Petersburg City",4576,13,3,0,3,0,1288,166,30,3202,385
"G5107400","1900","Virginia","510","Portsmouth City","7400","Portsmouth City",3228,1,4,0,3,0,624,316,43,2399,71
"G5107500","1900","Virginia","510","Radford City","7500","Radford City",630,12,1,0,23,0,147,13,3,434,10
"G5107600","1900","Virginia","510","Richmond City","7600","Richmond City",14201,7,4,25,8,0,2252,744,533,12400,1576
"G5107700","1900","Virginia","510","Roanoke City","7700","Roanoke City",3807,3,2,0,6,0,656,422,112,2901,180
"G5107900","1900","Virginia","510","Staunton City","7900","Staunton City",1195,7,3,0,3,1,363,115,2,713,37
"G5108300","1900","Virginia","510","Williamsburg City","8300","Williamsburg City",304,0,0,0,1,0,145,7,0,143,4
"G5108400","1900","Virginia","510","Winchester City","8400","Winchester City",1133,13,0,0,3,0,430,68,3,619,41
"G5300010","1900","Washington","530","Adams","0010","Adams",1056,581,114,12,49,7,133,19,11,118,19
"G5300030","1900","Washington","530","Asotin","0030","Asotin",764,446,37,0,72,3,101,8,3,80,14
"G5300055","1900","Washington","530","Chehalis","0055","Chehalis",3143,432,95,1,97,4,902,135,13,1277,61
"G5300070","1900","Washington","530","Chelan","0070","Chelan",942,366,34,7,47,0,165,8,39,213,35
"G5300090","1900","Washington","530","Clallam","0090","Clallam",1457,359,31,4,63,2,565,33,33,284,45
"G5300110","1900","Washington","530","Clark","0110","Clark",2980,1129,399,19,245,6,330,56,19,672,76
"G5300130","1900","Washington","530","Columbia","0130","Columbia",1534,336,215,5,173,3,281,76,14,405,33
"G5300150","1900","Washington","530","Cowlitz","0150","Cowlitz",1787,575,84,26,137,9,242,34,119,478,78
"G5300170","1900","Washington","530","Douglas","0170","Douglas",1206,694,143,4,87,10,71,5,0,149,23
"G5300190","1900","Washington","530","Ferry","0190","Ferry",1363,158,1,0,3,0,513,15,29,307,101
"G5300210","1900","Washington","530","Franklin","0210","Franklin",127,17,22,0,6,0,24,5,0,44,1
"G5300230","1900","Washington","530","Garfield","0230","Garfield",837,275,114,4,123,5,124,16,13,147,13
"G5300290","1900","Washington","530","Island","0290","Island",436,152,44,0,63,8,37,3,13,68,24
"G5300310","1900","Washington","530","Jefferson","0310","Jefferson",1441,146,20,7,40,1,299,23,10,725,52
"G5300330","1900","Washington","530","King","0330","King",18244,1134,274,16,410,30,4408,1207,148,10261,1398
"G5300350","1900","Washington","530","Kitsap","0350","Kitsap",1754,368,49,1,32,2,462,36,15,564,84
"G5300370","1900","Washington","530","Kittitas","0370","Kittitas",2148,335,218,20,127,2,558,40,55,672,59
"G5300390","1900","Washington","530","Klikatat","0390","Klikatat",1437,731,190,24,126,9,135,9,16,162,28
"G5300410","1900","Washington","530","Lewis","0410","Lewis",3433,1354,202,9,206,6,711,71,20,762,58
"G5300430","1900","Washington","530","Lincoln","0430","Lincoln",2761,1173,418,16,260,4,362,41,18,393,46
"G5300450","1900","Washington","530","Mason","0450","Mason",961,200,32,12,40,5,207,36,49,285,31
"G5300470","1900","Washington","530","Okanogan","0470","Okanogan",1431,583,11,40,35,7,267,4,146,117,56
"G5300490","1900","Washington","530","Pacific","0490","Pacific",1395,259,30,2,30,4,445,25,19,471,60
"G5300530","1900","Washington","530","Pierce","0530","Pierce",10796,960,189,30,337,16,2413,552,135,6013,690
"G5300550","1900","Washington","530","San Juan","0550","San Juan",689,255,82,2,26,2,114,26,4,136,16
"G5300570","1900","Washington","530","Skagit","0570","Skagit",3135,558,146,18,194,8,710,52,131,1046,130
"G5300590","1900","Washington","530","Skamania","0590","Skamania",403,175,21,1,22,3,34,2,35,72,24
"G5300610","1900","Washington","530","Snohomish","0610","Snohomish",5168,803,132,8,142,10,1492,183,89,1840,403
"G5300630","1900","Washington","530","Spokane","0630","Spokane",11033,1759,668,36,536,13,2272,883,242,5333,293
"G5300650","1900","Washington","530","Stevens","0650","Stevens",2548,1094,103,10,85,6,639,21,52,391,67
"G5300670","1900","Washington","530","Thurston","0670","Thurston",2290,495,99,6,138,3,537,71,49,789,45
"G5300690","1900","Washington","530","Wahkiakum","0690","Wahkiakum",587,161,23,0,26,0,145,12,7,148,23
"G5300710","1900","Washington","530","Walla Walla","0710","Walla Walla",3596,479,273,39,231,9,822,169,15,1187,151
"G5300730","1900","Washington","530","Whatcom","0730","Whatcom",5246,889,268,10,197,9,1218,258,63,2015,179
"G5300750","1900","Washington","530","Whitman","0750","Whitman",5496,1381,829,17,785,19,841,143,44,1210,156
"G5300770","1900","Washington","530","Yakima","0770","Yakima",2998,781,391,16,342,8,509,143,12,747,49
"G5309015","1900","Washington","530","Colville Indian Reservation","9015","Colville Indian Reservation",,,,,,,,,,,
"G5309035","1900","Washington","530","Lummi Indian Reservation","9035","Lummi Indian Reservation",,,,,,,,,,,
"G5309055","1900","Washington","530","Makah Indian Reservation","9055","Makah Indian Reservation",,,,,,,,,,,
"G5309075","1900","Washington","530","Muckleshoot Indian Reservation","9075","Muckleshoot Indian Reservation",,,,,,,,,,,
"G5309095","1900","Washington","530","Queniult Indian Reservation","9095","Queniult Indian Reservation",,,,,,,,,,,
"G5309115","1900","Washington","530","Swinomish Indian Reservation","9115","Swinomish Indian Reservation",,,,,,,,,,,
"G5309135","1900","Washington","530","Tulalip Indian Reservation","9135","Tulalip Indian Reservation",,,,,,,,,,,
"G5309155","1900","Washington","530","Yakima Indian Reservation","9155","Yakima Indian Reservation",,,,,,,,,,,
"G5400010","1900","West Virginia","540","Barbour","0010","Barbour",2786,1431,265,12,322,30,118,22,78,454,58
"G5400030","1900","West Virginia","540","Berkeley","0030","Berkeley",3875,599,189,71,441,13,847,190,59,1421,149
"G5400050","1900","West Virginia","540","Boone","0050","Boone",1399,640,64,8,535,3,6,2,18,111,13
"G5400070","1900","West Virginia","540","Braxton","0070","Braxton",3359,1668,360,18,529,5,131,67,37,526,28
"G5400090","1900","West Virginia","540","Brooke","0090","Brooke",1477,199,96,6,180,1,304,101,14,608,23
"G5400110","1900","West Virginia","540","Cabell","0110","Cabell",5648,1038,329,20,534,9,744,209,108,2797,117
"G5400130","1900","West Virginia","540","Calhoun","0130","Calhoun",1826,1046,197,13,400,4,19,1,22,114,10
"G5400150","1900","West Virginia","540","Clay","0150","Clay",1428,547,61,73,302,2,6,1,46,397,30
"G5400170","1900","West Virginia","540","Doddridge","0170","Doddridge",2559,1311,138,20,418,13,123,22,18,453,45
"G5400190","1900","West Virginia","540","Fayette","0190","Fayette",6184,828,43,114,209,3,464,48,95,4146,206
"G5400210","1900","West Virginia","540","Gilmer","0210","Gilmer",2131,1147,147,22,565,10,83,10,5,141,20
"G5400230","1900","West Virginia","540","Grant","0230","Grant",1375,573,109,5,160,5,82,20,26,386,11
"G5400250","1900","West Virginia","540","Greenbrier","0250","Greenbrier",3701,1857,149,32,394,11,405,27,43,720,71
"G5400270","1900","West Virginia","540","Hampshire","0270","Hampshire",2284,972,231,123,276,2,123,24,102,362,97
"G5400290","1900","West Virginia","540","Hancock","0290","Hancock",1355,238,78,16,105,5,161,130,28,581,42
"G5400310","1900","West Virginia","540","Hardy","0310","Hardy",1594,636,75,18,153,9,226,32,66,357,30
