GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A47001,A48001,A48002,A49001,A49002,A49003,A49004,A49005,A49006,A49007,A49008,A49009,A49010
"G5100270","1910","Virginia","510","Buchanan","0270","Buchanan",2217,1699,518,1215,30,3,448,3,51,1,33,409,24
"G5100290","1910","Virginia","510","Buckingham","0290","Buckingham",3018,2167,851,1636,79,2,447,3,240,6,52,458,95
"G5100310","1910","Virginia","510","Campbell","0310","Campbell",4516,2401,2115,1312,264,2,822,1,731,129,8,1217,30
"G5100330","1910","Virginia","510","Caroline","0330","Caroline",3278,2573,705,1650,329,3,589,2,166,18,29,436,56
"G5100350","1910","Virginia","510","Carroll","0350","Carroll",4048,3118,930,2232,444,5,433,4,306,20,17,554,33
"G5100360","1910","Virginia","510","Charles City","0360","Charles City",1031,841,190,715,37,1,88,0,49,1,5,119,16
"G5100370","1910","Virginia","510","Charlotte","0370","Charlotte",3188,2194,994,1058,226,1,909,0,205,25,4,709,51
"G5100410","1910","Virginia","510","Chesterfield","0410","Chesterfield",4350,1910,2440,1361,236,0,313,0,802,166,24,1389,59
"G5100430","1910","Virginia","510","Clarke","0430","Clarke",1534,558,976,223,112,1,222,0,349,75,4,542,6
"G5100450","1910","Virginia","510","Craig","0450","Craig",915,521,394,454,10,0,57,0,83,9,3,225,74
"G5100470","1910","Virginia","510","Culpeper","0470","Culpeper",2753,1597,1156,1141,250,1,205,0,313,63,44,670,66
"G5100490","1910","Virginia","510","Cumberland","0490","Cumberland",1769,1514,255,903,191,2,412,6,37,3,12,185,18
"G5100510","1910","Virginia","510","Dickenson","0510","Dickenson",1653,1400,253,974,31,9,386,0,51,7,6,164,25
"G5100530","1910","Virginia","510","Dinwiddie","0530","Dinwiddie",2995,2236,759,1256,203,38,720,19,71,11,18,577,82
"G5100550","1910","Virginia","510","Elizabeth City","0550","Elizabeth City",4101,356,3745,212,60,0,80,4,1195,506,38,1926,80
"G5100570","1910","Virginia","510","Essex","0570","Essex",1887,1460,427,1017,108,43,291,1,149,21,33,212,12
"G5100590","1910","Virginia","510","Fairfax","0590","Fairfax",4463,2319,2144,1529,413,3,366,8,802,217,55,946,124
"G5100610","1910","Virginia","510","Fauquier","0610","Fauquier",4489,2358,2131,1571,371,36,380,0,452,88,86,1346,159
"G5100630","1910","Virginia","510","Floyd","0630","Floyd",2781,2397,384,1901,167,0,328,1,79,5,14,281,5
"G5100650","1910","Virginia","510","Fluvanna","0650","Fluvanna",1666,1395,271,1043,97,5,246,4,89,3,3,153,23
"G5100670","1910","Virginia","510","Franklin","0670","Franklin",4969,4221,748,2664,291,6,1258,2,170,6,40,480,52
"G5100690","1910","Virginia","510","Frederick","0690","Frederick",2803,1735,1068,1032,315,5,383,0,381,77,19,561,30
"G5100710","1910","Virginia","510","Giles","0710","Giles",2229,1220,1009,809,58,25,323,5,237,22,33,677,40
"G5100730","1910","Virginia","510","Gloucester","0730","Gloucester",2581,1941,640,1316,487,0,138,0,265,66,12,286,11
"G5100750","1910","Virginia","510","Goochland","0750","Goochland",1769,1275,494,978,99,4,191,3,139,7,21,264,63
"G5100770","1910","Virginia","510","Grayson","0770","Grayson",3803,2599,1204,2207,131,3,256,2,185,26,31,933,29
"G5100790","1910","Virginia","510","Greene","0790","Greene",1210,871,339,529,185,1,150,6,126,8,6,193,6
"G5100810","1910","Virginia","510","Greensville","0810","Greensville",2296,1107,1189,398,242,3,460,4,218,67,45,772,87
"G5100830","1910","Virginia","510","Halifax","0830","Halifax",7761,5185,2576,2065,387,5,2727,1,758,108,12,1632,66
"G5100850","1910","Virginia","510","Hanover","0850","Hanover",3510,2471,1039,1739,257,2,471,2,244,23,96,584,92
"G5100870","1910","Virginia","510","Henrico","0870","Henrico",4542,1538,3004,1003,257,2,273,3,925,523,49,1404,103
"G5100890","1910","Virginia","510","Henry","0890","Henry",3513,2252,1261,987,106,4,1155,0,389,82,23,723,44
"G5100910","1910","Virginia","510","Highland","0910","Highland",1013,708,305,611,42,1,54,0,92,11,10,165,27
"G5100930","1910","Virginia","510","Isle Of Wight","0930","Isle Of Wight",3048,1603,1445,654,317,2,630,0,257,75,14,1068,31
"G5100950","1910","Virginia","510","James City","0950","James City",1210,471,739,321,69,5,76,0,203,64,38,358,76
"G5100970","1910","Virginia","510","King And Queen","0970","King And Queen",1891,1617,274,1154,172,2,288,1,63,4,26,143,38
"G5100990","1910","Virginia","510","King George","0990","King George",1281,976,305,664,108,1,201,2,90,22,5,174,14
"G5101010","1910","Virginia","510","King William","1010","King William",1706,1097,609,782,122,2,189,2,190,53,20,331,15
"G5101030","1910","Virginia","510","Lancaster","1030","Lancaster",1937,1256,681,882,225,1,147,1,254,44,28,328,27
"G5101050","1910","Virginia","510","Lee","1050","Lee",4646,3097,1549,1745,102,6,1243,1,234,16,18,1246,35
"G5101070","1910","Virginia","510","Loudoun","1070","Loudoun",4436,2121,2315,1138,402,5,573,3,686,164,40,1365,60
"G5101090","1910","Virginia","510","Louisa","1090","Louisa",3415,2219,1196,1718,206,0,291,4,540,55,13,497,91
"G5101110","1910","Virginia","510","Lunenburg","1110","Lunenburg",2524,1796,728,1005,227,5,558,1,142,44,25,432,85
"G5101130","1910","Virginia","510","Madison","1130","Madison",2036,1360,676,1057,160,1,142,0,160,14,3,490,9
"G5101150","1910","Virginia","510","Matthews","1150","Matthews",1846,1381,465,1226,81,1,71,2,219,10,43,122,71
"G5101170","1910","Virginia","510","Mecklenburg","1170","Mecklenburg",5665,3567,2098,1577,381,8,1596,5,501,104,43,1331,119
"G5101190","1910","Virginia","510","Middlesex","1190","Middlesex",1876,1486,390,930,379,2,175,0,138,25,9,197,21
"G5101210","1910","Virginia","510","Montgomery","1210","Montgomery",3536,1639,1897,1344,156,0,139,0,783,116,10,963,25
"G5101230","1910","Virginia","510","Nansemond","1230","Nansemond",5601,2031,3570,1071,325,0,635,0,870,291,49,2273,87
"G5101250","1910","Virginia","510","Nelson","1250","Nelson",3151,2173,978,1336,97,3,719,18,230,20,14,642,72
"G5101270","1910","Virginia","510","New Kent","1270","New Kent",961,705,256,520,48,0,137,0,58,5,18,149,26
"G5101290","1910","Virginia","510","Norfolk","1290","Norfolk",11571,1389,10182,587,165,2,632,3,1789,1580,64,6490,259
"G5101310","1910","Virginia","510","Northampton","1310","Northampton",3476,1251,2225,300,276,0,675,0,421,235,18,1444,107
"G5101330","1910","Virginia","510","Northumberland","1330","Northumberland",2179,1625,554,1202,193,0,230,0,222,43,13,249,27
"G5101350","1910","Virginia","510","Nottoway","1350","Nottoway",2717,1364,1353,856,140,1,366,1,530,143,13,642,25
"G5101370","1910","Virginia","510","Orange","1370","Orange",2636,1352,1284,943,292,1,114,2,559,73,5,615,32
"G5101390","1910","Virginia","510","Page","1390","Page",2966,1296,1670,1056,144,4,92,0,776,91,17,770,16
"G5101410","1910","Virginia","510","Patrick","1410","Patrick",3301,3020,281,1756,214,4,1044,2,57,9,9,183,23
"G5101430","1910","Virginia","510","Pittsylvania","1430","Pittsylvania",9693,6144,3549,2472,414,21,3225,12,634,106,110,2397,302
"G5101450","1910","Virginia","510","Powhatan","1450","Powhatan",1215,877,338,625,75,2,174,1,115,17,15,159,32
"G5101470","1910","Virginia","510","Prince Edward","1470","Prince Edward",2890,1697,1193,1011,173,8,497,8,381,71,26,610,105
"G5101490","1910","Virginia","510","Prince George","1490","Prince George",1679,1064,615,549,239,1,275,0,95,17,21,312,170
"G5101510","1910","Virginia","510","Princess Anne","1510","Princess Anne",2483,1459,1024,668,227,6,558,0,186,34,57,698,49
"G5101530","1910","Virginia","510","Prince William","1530","Prince William",2520,1258,1262,820,218,4,214,2,499,103,30,572,58
"G5101550","1910","Virginia","510","Pulaski","1550","Pulaski",3273,1104,2169,730,131,1,242,0,631,91,44,1346,57
"G5101570","1910","Virginia","510","Rappahannock","1570","Rappahannock",1573,925,648,670,103,1,149,2,128,7,12,485,16
"G5101590","1910","Virginia","510","Richmond","1590","Richmond",1462,1081,381,765,82,1,233,0,109,14,23,203,32
"G5101610","1910","Virginia","510","Roanoke","1610","Roanoke",3985,1166,2819,809,141,1,215,0,1159,269,23,1274,94
"G5101630","1910","Virginia","510","Rockbridge","1630","Rockbridge",4295,1953,2342,1251,263,14,422,3,669,164,110,1319,80
"G5101650","1910","Virginia","510","Rockingham","1650","Rockingham",7237,3446,3791,2424,523,5,493,1,1593,284,40,1832,42
"G5101670","1910","Virginia","510","Russell","1670","Russell",4423,2735,1688,1740,78,5,912,0,257,14,48,1306,63
"G5101690","1910","Virginia","510","Scott","1690","Scott",4671,3920,751,2282,232,8,1394,4,125,14,47,527,38
"G5101710","1910","Virginia","510","Shenandoah","1710","Shenandoah",4634,2285,2349,1589,418,1,275,2,1090,263,12,948,36
"G5101730","1910","Virginia","510","Smyth","1730","Smyth",3742,1804,1938,1284,156,4,359,1,531,46,62,1242,57
"G5101750","1910","Virginia","510","Southampton","1750","Southampton",5114,2737,2377,844,351,5,1533,4,325,115,46,1782,109
"G5101770","1910","Virginia","510","Spotsylvania","1770","Spotsylvania",2012,1562,450,1080,278,1,203,0,121,46,17,250,16
"G5101790","1910","Virginia","510","Stafford","1790","Stafford",1651,1125,526,832,154,2,135,2,173,20,37,267,29
"G5101810","1910","Virginia","510","Surry","1810","Surry",2102,1059,1043,524,194,4,337,0,213,61,17,657,95
"G5101830","1910","Virginia","510","Sussex","1830","Sussex",2831,1593,1238,670,246,4,673,0,234,69,24,824,87
"G5101850","1910","Virginia","510","Tazewell","1850","Tazewell",4769,2002,2767,1329,66,2,602,3,711,63,35,1822,136
"G5101870","1910","Virginia","510","Warren","1870","Warren",1743,651,1092,372,142,0,137,0,398,113,12,552,17
"G5101890","1910","Virginia","510","Warwick","1890","Warwick",1478,411,1067,297,38,0,76,0,214,51,8,765,29
"G5101910","1910","Virginia","510","Washington","1910","Washington",6488,3594,2894,2362,221,16,986,9,856,161,89,1661,127
"G5101930","1910","Virginia","510","Westmoreland","1930","Westmoreland",1950,1325,625,890,113,2,314,6,231,29,5,284,76
"G5101950","1910","Virginia","510","Wise","1950","Wise",6793,1738,5055,1199,53,5,475,6,801,54,55,4010,135
"G5101970","1910","Virginia","510","Wythe","1970","Wythe",4004,1623,2381,1204,160,0,254,5,669,93,88,1456,75
"G5101990","1910","Virginia","510","York","1990","York",1692,1096,596,847,117,1,130,1,326,48,8,180,34
"G5105100","1910","Virginia","510","Alexandria City","5100","Alexandria City",3577,3,3574,0,1,1,1,0,969,121,10,2201,273
"G5105200","1910","Virginia","510","Bristol City","5200","Bristol City",1326,2,1324,2,0,0,0,0,416,55,7,822,24
"G5105300","1910","Virginia","510","Buena Vista City","5300","Buena Vista City",659,8,651,5,3,0,0,0,237,69,11,287,47
"G5105400","1910","Virginia","510","Charlottesville City","5400","Charlottesville City",1482,2,1480,0,0,1,1,0,389,123,16,938,14
"G5105600","1910","Virginia","510","Clifton Forge City","5600","Clifton Forge City",1155,1,1154,0,1,0,0,0,333,165,3,603,50
"G5105900","1910","Virginia","510","Danville City","5900","Danville City",4127,4,4123,1,2,0,1,0,1012,295,25,2672,119
"G5106300","1910","Virginia","510","Fredericksburg City","6300","Fredericksburg City",1260,0,1260,0,0,0,0,0,387,57,8,791,17
"G5106800","1910","Virginia","510","Lynchburg City","6800","Lynchburg City",6242,8,6234,2,2,0,4,0,1526,449,13,4157,89
"G5107000","1910","Virginia","510","Newport News City","7000","Newport News City",4530,2,4528,2,0,0,0,0,538,402,79,3227,282
"G5107100","1910","Virginia","510","Norfolk City","7100","Norfolk City",15498,7,15491,2,0,0,5,0,2230,762,62,12019,418
"G5107300","1910","Virginia","510","Petersburg City","7300","Petersburg City",5750,10,5740,9,0,0,1,0,1529,217,52,3786,156
"G5107400","1910","Virginia","510","Portsmouth City","7400","Portsmouth City",7120,1,7119,0,1,0,0,0,1198,643,10,5155,113
"G5107500","1910","Virginia","510","Radford City","7500","Radford City",849,51,798,36,12,0,3,0,286,70,4,433,5
"G5107600","1910","Virginia","510","Richmond City","7600","Richmond City",26914,14,26900,1,5,2,6,0,4608,1313,326,19795,858
"G5107700","1910","Virginia","510","Roanoke City","7700","Roanoke City",7179,3,7176,0,1,0,2,0,1747,986,10,4318,115
"G5107900","1910","Virginia","510","Staunton City","7900","Staunton City",1987,2,1985,0,0,0,2,0,690,167,42,1042,44
"G5108300","1910","Virginia","510","Williamsburg City","8300","Williamsburg City",,,,,,,,,,,,,
"G5108400","1910","Virginia","510","Winchester City","8400","Winchester City",1486,6,1480,5,1,0,0,0,498,121,5,825,31
"G5300010","1910","Washington","530","Adams","0010","Adams",2312,1261,1051,425,502,7,320,7,408,90,7,464,82
"G5300030","1910","Washington","530","Asotin","0030","Asotin",1370,543,827,260,202,2,78,1,318,154,4,320,31
"G5300050","1910","Washington","530","Benton","0050","Benton",2127,1222,905,567,510,4,139,2,226,106,51,485,37
"G5300055","1910","Washington","530","Chehalis","0055","Chehalis",7021,745,6276,451,153,13,127,1,1872,574,78,3356,396
"G5300070","1910","Washington","530","Chelan","0070","Chelan",3576,1572,2004,712,669,8,174,9,537,292,58,1000,117
"G5300090","1910","Washington","530","Clallam","0090","Clallam",1747,574,1173,353,119,1,100,1,610,79,33,392,59
"G5300110","1910","Washington","530","Clark","0110","Clark",5739,2474,3265,1410,730,9,317,8,1066,364,40,1676,119
"G5300130","1910","Washington","530","Columbia","0130","Columbia",1631,640,991,268,165,4,203,0,405,93,5,437,51
"G5300150","1910","Washington","530","Cowlitz","0150","Cowlitz",2747,895,1852,616,161,6,108,4,650,120,27,892,163
"G5300170","1910","Washington","530","Douglas","0170","Douglas",2321,1696,625,885,597,5,207,2,252,51,12,254,56
"G5300190","1910","Washington","530","Ferry","0190","Ferry",1505,568,937,488,39,3,35,3,507,8,13,380,29
"G5300210","1910","Washington","530","Franklin","0210","Franklin",1298,613,685,379,169,3,61,1,194,39,15,391,46
"G5300230","1910","Washington","530","Garfield","0230","Garfield",950,462,488,195,102,15,150,0,220,62,5,185,16
"G5300250","1910","Washington","530","Grant","0250","Grant",2306,1648,658,1113,398,5,131,1,282,39,7,239,91
"G5300290","1910","Washington","530","Island","0290","Island",1168,551,617,313,199,2,37,0,225,58,19,279,36
"G5300310","1910","Washington","530","Jefferson","0310","Jefferson",1858,262,1596,184,40,1,36,1,574,54,10,820,138
"G5300330","1910","Washington","530","King","0330","King",62539,3235,59304,1900,694,19,615,7,16194,9819,309,31024,1958
"G5300350","1910","Washington","530","Kitsap","0350","Kitsap",4625,934,3691,686,189,0,59,0,1660,420,23,1477,111
"G5300370","1910","Washington","530","Kittitas","0370","Kittitas",3877,832,3045,398,215,11,185,23,903,145,16,1778,203
"G5300390","1910","Washington","530","Klikatat","0390","Klikatat",2606,1562,1044,903,436,10,187,26,340,100,29,461,114
"G5300410","1910","Washington","530","Lewis","0410","Lewis",6560,2260,4300,1444,519,4,277,16,1342,453,53,2192,260
"G5300430","1910","Washington","530","Lincoln","0430","Lincoln",3943,2114,1829,901,697,38,471,7,741,125,59,739,165
"G5300450","1910","Washington","530","Mason","0450","Mason",1146,376,770,296,48,3,25,4,298,35,7,371,59
"G5300470","1910","Washington","530","Okanogan","0470","Okanogan",3683,2103,1580,1534,371,50,125,23,526,49,109,447,449
"G5300490","1910","Washington","530","Pacific","0490","Pacific",2755,345,2410,243,49,4,47,2,876,120,49,1154,211
"G5300530","1910","Washington","530","Pierce","0530","Pierce",25948,2936,23012,1860,623,6,412,35,7699,3226,297,10687,1103
"G5300550","1910","Washington","530","San Juan","0550","San Juan",859,472,387,283,129,1,59,0,141,29,16,155,46
"G5300570","1910","Washington","530","Skagit","0570","Skagit",6648,1844,4804,1050,479,1,312,2,1663,449,79,2315,298
"G5300590","1910","Washington","530","Skamania","0590","Skamania",689,255,434,156,74,0,24,1,122,41,6,242,23
"G5300610","1910","Washington","530","Snohomish","0610","Snohomish",13129,1887,11242,1130,505,1,247,4,3855,1557,146,5183,501
"G5300630","1910","Washington","530","Spokane","0630","Spokane",30512,4015,26497,1930,1338,77,657,13,7129,5590,383,12250,1145
"G5300650","1910","Washington","530","Stevens","0650","Stevens",6385,3305,3080,2352,695,36,216,6,1195,190,69,1385,241
"G5300670","1910","Washington","530","Thurston","0670","Thurston",3963,1184,2779,770,234,1,179,0,1056,253,48,1256,166
"G5300690","1910","Washington","530","Wahkiakum","0690","Wahkiakum",725,231,494,155,45,3,26,2,172,23,13,274,12
"G5300710","1910","Washington","530","Walla Walla","0710","Walla Walla",6430,1246,5184,554,301,8,376,7,1861,628,12,2431,252
"G5300730","1910","Washington","530","Whatcom","0730","Whatcom",11439,2408,9031,1451,741,4,208,4,3326,1382,91,3964,268
"G5300750","1910","Washington","530","Whitman","0750","Whitman",7234,3013,4221,1240,818,9,941,5,1620,466,47,1868,220
"G5300770","1910","Washington","530","Yakima","0770","Yakima",9321,3317,6004,1460,1102,22,711,22,1835,823,348,2666,332
"G5400010","1910","West Virginia","540","Barbour","0010","Barbour",3452,1910,1542,1517,164,1,228,0,466,85,36,879,76
"G5400030","1910","West Virginia","540","Berkeley","0030","Berkeley",4710,1273,3437,705,150,2,416,0,1054,319,70,1797,197
"G5400050","1910","West Virginia","540","Boone","0050","Boone",1957,1159,798,625,29,6,498,1,157,31,19,553,38
"G5400070","1910","West Virginia","540","Braxton","0070","Braxton",4346,2782,1564,2061,176,2,543,0,453,100,13,980,18
"G5400090","1910","West Virginia","540","Brooke","0090","Brooke",2504,448,2056,227,77,2,141,1,509,208,16,1238,85
"G5400110","1910","West Virginia","540","Cabell","0110","Cabell",9635,2237,7398,1344,241,6,642,4,2108,519,61,4481,229
"G5400130","1910","West Virginia","540","Calhoun","0130","Calhoun",2072,1710,362,1201,144,0,365,0,81,6,0,268,7
"G5400150","1910","West Virginia","540","Clay","0150","Clay",1904,1101,803,778,57,4,262,0,123,7,27,638,8
"G5400170","1910","West Virginia","540","Doddridge","0170","Doddridge",2531,1652,879,1261,136,3,252,0,204,41,24,598,12
"G5400190","1910","West Virginia","540","Fayette","0190","Fayette",10360,1661,8699,1262,98,2,297,2,724,162,38,7484,291
"G5400210","1910","West Virginia","540","Gilmer","0210","Gilmer",2245,1605,640,1127,155,0,323,0,155,23,0,462,0
"G5400230","1910","West Virginia","540","Grant","0230","Grant",1529,950,579,563,180,0,207,0,121,20,7,409,22
"G5400250","1910","West Virginia","540","Greenbrier","0250","Greenbrier",4884,2521,2363,2023,199,2,293,4,757,107,44,1338,117
"G5400270","1910","West Virginia","540","Hampshire","0270","Hampshire",2433,1613,820,1171,240,3,195,4,224,30,22,498,46
"G5400290","1910","West Virginia","540","Hancock","0290","Hancock",2297,454,1843,232,104,10,107,1,327,366,32,1093,25
"G5400310","1910","West Virginia","540","Hardy","0310","Hardy",1772,1090,682,808,153,0,129,0,207,27,12,432,4
"G5400330","1910","West Virginia","540","Harrison","0330","Harrison",10563,2153,8410,1584,203,17,347,2,1982,665,193,5327,243
"G5400350","1910","West Virginia","540","Jackson","0350","Jackson",4143,3026,1117,1999,534,3,489,1,363,95,12,619,28
"G5400370","1910","West Virginia","540","Jefferson","0370","Jefferson",3409,810,2599,316,139,2,353,0,825,246,27,1387,114
"G5400390","1910","West Virginia","540","Kanawha","0390","Kanawha",16232,3747,12485,2427,208,4,1105,3,2407,377,242,8996,463
"G5400410","1910","West Virginia","540","Lewis","0410","Lewis",3493,1759,1734,1291,124,5,338,1,442,85,213,947,47
"G5400430","1910","West Virginia","540","Lincoln","0430","Lincoln",3814,2927,887,1639,167,7,1111,3,173,8,17,656,33
"G5400450","1910","West Virginia","540","Logan","0450","Logan",2617,1091,1526,547,13,2,528,1,163,26,15,1291,31
"G5400470","1910","West Virginia","540","McDowell","0470","Mcdowell",9776,901,8875,350,3,8,540,0,254,49,62,8274,236
"G5400490","1910","West Virginia","540","Marion","0490","Marion",9212,2250,6962,1760,190,4,296,0,1889,369,71,4455,178
"G5400510","1910","West Virginia","540","Marshall","0510","Marshall",6716,1917,4799,1059,267,3,585,3,1215,598,37,2843,106
"G5400530","1910","West Virginia","540","Mason","0530","Mason",4922,2617,2305,1651,461,4,496,5,622,173,28,1320,162
